altogether	54	51
derivative	41	13
weismuller	0	7
bigfoot	30	3
and_dolls	0	13
could	4461	3084
orlando_bloom	7	13
lumet	2	26
physic	38	12
the_proposition	3	2
targeted	12	10
freddy's_dead_the_final_nightmare	7	3
false	94	68
sinatra	24	88
manos	11	0
cipher	7	1
bred	3	3
to_demonstrate	6	1
brew	3	7
schindler's	7	11
comprising	3	2
guessing	58	75
destiny	27	61
preminger	6	21
robin's	1	4
staring	50	28
genetic	13	6
the_closest	5	11
widmark's	1	11
coherence	10	6
to_justify	9	5
richard's	4	2
shrewdly	2	4
unimaginable	6	4
off	3379	2307
star_trek	40	73
debatable	11	7
become	548	798
polar	0	5
passion	107	202
hooligan	19	2
the_afi's	3	2
evident	58	69
excitement	109	98
burdened	4	7
problem	1317	938
details	4	2
the_script's	13	1
the_good_earth	7	6
villainous	14	15
magnetic	4	10
integrity	21	60
major_letdown	6	0
worth	1014	1171
the_destination	1	4
samurai	37	42
will_geer	0	8
to_reload	4	1
stressed	7	14
of_die_hard	3	2
vivid	18	73
bra	20	8
divorced	20	27
cuddly	6	5
quivering	2	6
carriers	5	2
the_6th	4	4
bares	3	6
the_earth's	3	4
undetected	6	1
innovative	46	59
production	1016	828
fleshed	23	32
william_holden	10	1
dumping	8	2
chauvinistic	3	5
intensive_care	7	0
enlightened	11	11
flawless	6	97
another	2041	1890
illustrate	17	16
seduction	6	15
american_history	3	6
hologram	4	2
lionel_atwill	6	3
enchanted	4	21
top_drawer	0	5
first_airing	0	5
the_sea	8	9
haunted	76	99
the_strongest	9	11
runt	9	1
rung	2	7
reread	4	4
shakti	1	10
drawn	179	238
kitchen	53	35
and_figuratively	2	6
gratitude	4	14
to_prove	20	19
clunker	11	1
warthog	2	3
fuss	21	15
fuse	7	10
ian_mcshane	3	2
the_80	5	1
night	863	869
revisiting	5	7
rendering	20	25
hopalong	3	2
the_army	5	5
heartstrings	1	6
october_sky	0	15
lost_highway	4	3
the_pairing	3	4
animator	2	8
concept	339	244
day_lewis	1	11
aristocratic	4	18
cunningham	3	21
turns	15	9
the_filmmakers'	5	5
barbie	6	3
red_rock_west	0	17
is_happening	2	3
to_improvise	5	6
sleepwalkers	10	6
hadn't	151	115
teacher	175	150
regardless	61	61
extra	205	239
fbi	68	56
the_possession	2	3
coalesce	4	2
drastic	1	5
michael_madsen	15	2
contemplative	6	4
sarah_michelle_gellar	17	2
still	2167	3165
an_overstatement	2	3
in_hindsight	4	7
dr_houseman	7	0
galloping	4	1
ft	5	1
fabric	14	19
transition	52	71
shirley_temple	6	9
tomorrow	24	28
caught	209	323
transferred	4	2
rupert_graves	0	5
charles_dance	5	5
ajay_devgan	15	1
plague	92	64
the_intro	4	1
premiered	13	24
pattern	30	44
enriched	1	5
gordon_liu	0	5
hugh_dancy	3	3
downtrodden	1	8
exploit	50	59
offbeat	17	35
develop	108	121
neon	13	9
greetings	3	14
death	882	886
earnest	30	23
jude_law	20	7
verbal	13	26
exposed	52	59
annie_potts	5	0
exciting	198	293
jerry_stiller	2	9
smelling	3	3
pitched	25	12
freddy	93	40
his_demise	5	1
the_principle	6	18
jean_reno	9	1
to_offset	1	4
gold_diggers	1	5
misnomer	5	2
dustin_hoffman	6	18
religious	138	113
patently	8	1
to_stimulate	2	3
verve	7	12
bass	4	9
singularly	3	2
in_wheelchair	8	6
excess	47	39
the_tranquility	1	4
the_penguins	2	8
advertising	32	20
inherits	4	6
chaotic	25	16
to_merge	1	5
wentworth	6	0
cannibalism	11	7
re_imagining	3	2
china_o'brien	5	2
the_governor	6	8
surpassed	12	12
surpasses	5	25
the_website	4	4
compulsory	0	6
criticize	21	25
in_alaska	1	6
best_friend's	2	5
to_resign	3	4
haven't	351	428
ninja	73	22
fairy	49	93
heavy	198	206
hapless	28	26
binoculars	1	6
american	532	742
rosanna_arquette	14	0
chopping	6	1
charlotte	6	7
randomly	60	16
hallam	15	0
cross_dressing	3	2
edward_furlong	2	10
offscreen	6	1
del_toro	3	4
apposite	2	4
phenomenon	30	48
to_fix	5	2
joan_blondell	4	17
hype	83	35
ken_foree	2	6
league	45	56
wouldn't	680	355
remastering	2	3
canadians	5	4
empty	159	78
mickey_rooney	11	11
ad_infinitum	3	2
makeshift	4	2
desdemona	0	18
obviously	688	396
reviewed	23	17
reviewer	247	195
and_mr_hyde	3	2
sketch	64	56
susannah_york	10	6
dilapidated	3	5
arnold_schwarzenegger	6	4
offside	0	25
silence	49	70
alison	8	20
opposed	44	42
dev	0	14
spaghetti_western	2	3
to_return	2	4
similar	350	472
lindsay_lohan	6	1
graphically	9	12
blend	31	108
compact	1	5
to_reassure	3	3
up_steam	2	7
watered	15	6
the_folly	3	4
girlfight	0	17
do_gooder	2	3
pancake	9	4
the_main	11	2
other_hand	3	4
the_russian	3	2
foresee	3	4
eli_wallach	4	8
the_mayor's	3	3
camera	1086	706
israelis	3	3
the_gravity	6	5
nary	12	4
atlantis_the_lost_empire	3	5
including	359	471
constitute	7	4
the_anti_christ	5	0
mcmahon	4	5
littered	5	4
skagway	2	10
jill	21	6
resumed	4	6
and_gingold	1	4
the_toxic_avenger	4	1
catered	4	7
grounding	3	2
$$$	5	0
of_recognition	1	7
the_assembly	1	6
inherited	11	14
scintillating	2	3
the_tribe	7	4
the_everyday	0	6
ken	2	22
kei	0	18
interfere	3	7
kicking	53	28
key	180	249
poorer	8	9
the_narrator	1	4
paranormal	7	7
controlled	24	37
heaton	0	17
la_tulipe	0	5
examines	1	18
the_richest	2	7
examined	16	16
dragon's	4	1
speaker	28	23
the_drugstore	2	3
rift	5	5
rife	4	1
distant	38	67
sorted	4	5
propelled	3	3
heaven's	10	1
grinding	8	3
cradle	21	6
unhinged	26	13
the_year_old_virgin	4	22
additional	28	44
gain	59	88
highest	17	37
by_james_horner	0	5
jean_harlow	5	10
chavo	0	6
the_youngster	6	4
schmuck	4	2
my_finger	3	9
swat	21	4
sorry	517	192
sway	8	7
void	21	24
markov	3	2
whirlwind	3	8
kidnap	11	4
batman_begins	1	6
blandings	0	5
weirdly	11	6
joshua	4	1
objectively	8	7
baptists	5	0
berlin	11	28
shahid	5	15
room	454	460
roof	1	4
on_parole	2	3
root	74	81
to_reconcile	2	3
personal	186	366
crew	266	263
ha_become	3	2
anil	7	0
peaches	0	6
forgot	105	67
aids	20	43
mandy	10	9
the_beginning	5	3
leila	11	1
downside	7	29
nina_foch	1	12
hugh_laurie	5	7
the_translator	4	1
my_favourite	1	4
portobello_road	0	6
snatch	10	19
special_effect	2	3
mildred	3	73
probe	7	4
implying	8	7
bookish	1	5
herge	0	8
troop	44	45
is_threatened	6	2
the_jungle	8	1
and_unnecessary	4	2
omg	15	4
his_belt	5	4
represented	35	43
mathieu	1	42
asks	134	157
lovely	90	247
sooooo	15	1
unpopular	7	7
vendetta	6	7
cane	3	3
cant	120	72
inscrutable	1	6
turner	12	9
realizing	35	49
be_warned	6	2
mentor	13	23
evolve	15	13
weakly	4	3
pandora's	2	5
failing	79	53
reese	3	3
yours	30	21
the_tramp	3	3
assigned	24	35
signal	14	6
cowardice	3	2
of_gentlemen	2	13
chilean	4	5
afternoon	73	93
automatically	41	23
down	1857	1620
christ's	4	1
narration	83	102
powerhouse	5	14
batman	140	137
analyse	4	5
feminine	14	23
dickens'	0	10
trendy	22	8
it_succeeded	4	1
happening	218	181
restores	5	12
pseudo	63	22
meander	23	4
restored	14	55
civilization	8	20
the_dancing	2	3
turgid	22	1
and_burgess_meredith	3	2
suspect	196	209
box	336	253
boy	765	972
bratty	16	3
bos	100	163
bot	6	3
bow	26	22
diagnosed	5	8
bob	15	31
bog	17	9
coaxing	3	2
john_glover	1	6
fictionalized	6	12
an_arab	5	2
emotionless	5	5
irreverent	6	5
etcetera	6	0
showcasing	1	12
in_holland	3	4
tom_drake	1	4
slightest	7	7
pedophile	14	4
hip_hop	27	33
coloured	4	7
waiter	4	2
get_infected	3	2
waited	55	35
kriemhild	0	12
kevin	23	15
squad	37	21
joey's	0	7
interior	32	36
arguing	23	8
tugging	4	3
in_real_life	4	18
angst	36	30
enthusiast	24	22
travesty	48	11
enthusiasm	32	49
get	6246	5423
hailed	11	9
gee	25	5
gen	5	23
gem	99	327
gel	10	6
undertone	17	31
declared	11	11
wa_wasted	4	1
seat	97	149
starlet	5	21
the_teenage_witch	0	6
sean	46	33
seal	11	12
wonder	673	434
satisfying	55	160
across	440	452
australia's	3	6
philosophically	2	4
and_pitt	2	4
sketchy	5	2
bettie's	3	6
considering	290	244
capable	112	110
wobble	4	1
ronald_reagan	6	4
entranced	2	15
wobbly	7	3
capably	3	8
wake	87	90
promising	136	56
extended	49	57
in_south_africa	3	5
northam	1	4
consisted	19	12
agnes_moorehead	1	4
clueless	36	11
art_imitating	4	2
adams	3	7
the_top	7	5
showman	3	5
doco	2	4
purported	4	1
distracted	30	18
vh1	8	10
spice	21	21
vhs	69	182
the_marriage	0	5
censor	4	18
clenched	2	3
casualty	11	15
mishmash	5	0
impossibly	5	2
to_mount	5	3
plausibility	13	9
paperhouse	2	21
the_stone_angel	1	6
africa	53	50
impressionable	5	6
tacky	44	19
karaoke	6	1
hour	1270	758
phrasing	3	3
sucks	18	1
joe_piscopo	2	3
synchronized	6	14
biography	30	53
dragon	89	31
gas_chamber	4	2
to_haunt	5	1
comedic	114	177
otto	3	7
mystery	312	445
rant	20	7
micro	4	5
visually	86	157
engaging	125	178
perry	1	20
extraordinary	24	132
backed	19	32
the_trauma	2	4
headmaster	4	5
the_hardship	6	20
truman_capote	0	8
deliberately	43	45
premise	504	237
inimitable	2	6
docudrama	6	9
eric_roberts	9	2
the_smash	3	3
point	2197	1649
tennessee	4	4
expensive	76	50
screened	12	29
faithfully	7	9
resisted	2	5
portugal	5	10
century	174	256
matthew_mcconaughey	2	10
tashan	36	0
price's	0	6
predominantly	3	3
melinda	13	2
easter	5	3
sensational	11	25
frankie's	5	7
knock	95	82
the_definitive	3	9
foolish	26	15
candle	17	35
proven	4	1
well_acted	1	4
tiff	5	5
the_restroom	1	5
vince_mcmahon	2	3
doctor_who	4	4
prince's	2	12
piper_perabo	4	1
don´t	9	10
pervading	1	4
archetypal	4	8
masculine	8	13
pleasing	24	42
is_stalked	4	3
sage	2	5
entire	822	553
francois	0	8
gunbuster	0	14
edison	19	4
julia_stiles	8	19
packing	8	6
healing	6	17
sullavan	0	5
didnt	19	13
cloris_leachman	2	6
chasing	73	54
subsequently	15	18
grendel	21	0
dr_hackenstein	18	0
blatant	68	26
he_chooses	3	2
world_war	47	78
tachiguishi	0	5
fourteen	12	10
yard	40	26
hinting	6	6
yarn	10	27
isn`t	6	2
the_aerial	2	3
brazilian	12	17
the_brink	13	18
alicia_silverstone	3	4
louque	10	0
spinster	3	10
the_zone	4	3
chop_socky	3	3
aztec_rex	6	0
hijacking	4	2
he/she	17	8
bruno	2	4
weak	516	209
fassbinder	9	26
manhood	2	7
teamwork	2	6
the_swiss	1	7
goddess	9	14
the_battlefield	1	5
breech	2	5
disoriented	5	2
mcintyre	0	7
esther's	3	4
sympathetically	2	5
griffith	7	28
flashlight	8	2
demographic	20	11
he_realises	1	5
like	10008	7906
excluding	7	3
vibrant	14	47
argento's	4	3
hail	8	13
hair	273	196
babbage	1	4
is_priceless	3	4
neurosis	6	13
introduces	33	55
hey_arnold	6	0
introduced	144	158
rushed	68	65
inasmuch	4	4
glimmer	12	9
coke	21	17
natalia	0	5
flip	42	22
flik	0	7
inspite	3	2
circus	16	30
crispin_glover	6	5
detail	280	436
ramble	20	6
daughter's	14	19
nwa	1	5
john_huston	10	1
stereotyping	25	9
nail	69	67
excised	7	3
selected	20	19
revolves	73	81
the_ladies_man	3	7
tear_jerker	2	13
luggage	3	7
midway	6	12
the_one	4	1
meaty	5	9
carlton_browne	7	0
salvage	36	6
estate	31	32
diminished	5	10
attract	51	16
drummer	3	20
the_futility	3	6
parallel	50	87
upside	28	22
kurt_russel	2	5
the_duration	6	2
associate	24	44
encouraging	9	17
of_antwerp	4	1
fiction	141	221
carrey	8	24
sabrina's	0	6
mira_sorvino	18	0
kazan's	0	9
karloff	21	43
the_sofa	4	1
statistic	9	9
novak's	1	8
brought_forth	1	5
william_haines	0	20
toolbox	14	2
1960s	38	35
mug	16	3
hopefully	98	100
mum	15	28
there's_something_about_mary	8	2
the_gravedigger	3	3
of_forgiveness	8	6
fault	143	143
lightly	6	15
richard_attenborough	6	12
pecker	4	28
the_blitz	2	4
ben's	12	14
the_cold_war	12	7
beside	31	36
groundbreaking	14	21
darned	4	4
black_white	2	4
rodent	4	3
gave	606	579
descending	7	0
brutality	24	42
election	16	51
mystified	5	1
tour_eiffel	0	5
ppl	2	7
ppv	5	22
disfigurement	2	3
sunlight	5	2
stuck	191	147
jennifer	24	29
nerdy	6	1
nerds	5	2
the_textile	0	6
eerie	37	101
propels	2	3
maureen	1	10
bona_fide	2	3
faster	51	36
vietnam	59	67
remarked	3	11
ron	16	7
rod	17	4
roy	17	8
rot	20	3
row	35	34
christopher_lee	27	23
emphasizes	6	13
emphasized	5	7
heston	16	24
to_depict	2	5
goes	4	3
goer	43	52
anderson's	8	6
oodles	2	3
of_communication	3	3
the_sopranos	7	40
problematic	12	5
andy	27	92
today	235	727
plug	12	8
the_united_nations	3	3
figure	431	473
inexperience	5	7
slows	17	16
diamond_head	6	0
eighty	49	62
informs	10	25
bob's	3	7
the_frame	1	4
dreading	4	1
loophole	7	5
to_decipher	8	5
an_impossibly	3	2
daryl_hannah	7	3
farewell	5	11
robertson's	4	2
concur	5	5
denise_richards	9	9
wang_lung	0	6
capital_punishment	1	5
in_one_basket	0	5
harrison_ford	12	6
suspense	345	347
farmer's	5	6
commonplace	10	8
icon	35	72
heinous	6	6
proud	67	112
drastically	19	15
cheat	32	23
cheap	621	176
luc	8	0
ha_risen	2	3
jazz	38	63
little_man	14	0
scots	3	6
mohanlal	8	0
managing	20	18
the_exorcist	9	1
case	834	731
cash	140	74
ironic	67	93
author	114	120
status	72	85
kristofferson's	3	2
statue	37	28
the_breeze	3	2
polish	22	21
feminist	34	34
feminism	8	6
musician	47	87
brendan_filone	0	11
cringing	28	5
slaughter	39	18
pooch	3	3
pullman	5	1
cultured	5	2
mischief	4	7
wes_craven	19	22
mallory	6	0
for_starter	29	13
yacht	6	9
proudly	4	6
deserve	181	96
deviation	3	5
finale	115	144
directors	8	2
treason	5	5
glimpse	69	129
apartment	109	227
liam_neeson	9	11
egyptian	12	10
novel	472	557
employing	6	6
filmography	14	9
exited	4	3
israel	25	44
immersion	6	4
coop	3	25
metamorphosis	16	4
the_leap_years	7	0
robert_carlyle	6	4
tunnel	8	7
the_daylight	4	2
intolerable	15	2
hawaii	5	5
loopy	2	5
the_funhouse	0	5
stephen_king	46	40
ate	19	7
luger	0	6
erroll	7	3
blaise	4	1
versatility	0	19
the_middle_east	13	8
motivation	139	65
storytelling	65	98
slater's	6	0
genetically	5	5
the_invisible_man	4	1
ditzy	6	6
30's	7	16
forerunner	2	6
lying	91	45
accurate	100	169
en_yvelines	0	5
tony_curtis	2	15
dinocroc	17	0
the_cabin	5	0
attention	386	502
extends	4	8
flight	58	75
shortened	4	10
tina_fey	6	1
deneuve	3	2
higher	96	133
restraint	11	28
their_quest	3	5
pete's	3	5
humanoid	5	7
advocate	8	15
sissi	0	7
skeptical	15	24
confront	17	26
separately	10	8
alternatively	5	0
lowest	9	1
the_bounty	6	3
lifeless	51	9
therein	8	20
sheryl_lee	2	8
gun_firing	1	4
lone	27	15
long	1722	1620
audacious	4	4
fulfilling	6	14
hasn't	154	197
liking	49	50
nick	69	51
nice	871	1117
smitten	13	17
meaning	239	253
allowing	49	73
buffalo	5	36
dibiase	6	4
concluded	8	9
gripping	19	118
concludes	12	22
acid	54	26
overwhelmed	2	18
chose	114	80
glaring	33	17
settling	2	13
sheila	4	11
misrepresentation	8	1
gosha	4	2
yuzna	0	7
recognized	38	69
the_framework	2	4
cliched	24	7
in_possession	5	3
badly_injured	3	2
strove	3	2
is_represented	3	2
grant's	7	6
sandra_oh	2	4
blues	6	5
honorable	11	11
scoff	3	3
the_mid	4	2
crashed	22	17
hence	79	67
noticed	122	146
unknown	122	151
anti_semitism	4	2
deniro	19	47
the_prophecy	8	0
bozz	1	15
plantation	2	4
who	9149	10472
why	3403	1810
ho	42	23
pleaser	5	8
guest	72	81
utter	147	45
pleased	36	91
south_park	17	36
cube	49	38
cuba	16	31
married	211	330
the_guideline	7	2
marries	15	40
morris_day	1	10
fifties	3	4
valiantly	4	1
rodney	9	2
responds	10	18
'horror'	6	0
the_squire	0	7
lightweight	11	16
maddening	7	2
exuberance	3	12
romeo	17	16
donna's	3	2
cameo	176	202
heavily	74	71
should've	52	18
hold_barred	3	7
gun_toting	6	0
gundam	0	17
exceed	2	5
smoothly	6	20
belt	16	12
pike	2	10
carried	70	87
carrier	9	6
polished	21	49
alison_lohman	0	7
cruel_intentions	16	0
intimidating	10	9
gizmo	7	2
bomb_shelter	0	5
conclusion	254	242
awake	56	13
miyazaki	4	31
ineptly	8	0
laurence_olivier	4	7
whoopi_goldberg	10	28
collette	2	6
serbian	10	3
scotland_yard	3	8
binding	1	4
hurt	223	162
hurl	3	3
pidgeon	0	5
his_daughter's	5	4
damage	63	40
machine	185	172
didn`t	8	2
money_grubbing	5	0
mabel	20	11
affect	42	108
the_balcony	9	4
represents	48	75
ankle	3	4
late_60	5	4
truman	0	8
urbane	2	7
assured	13	37
subtlety	50	67
theatrically	4	9
hewitt	5	0
wisdom	37	50
groaning	5	0
to_denigrate	2	3
george_lopez	1	7
causing	34	38
mystique	5	8
antitrust	6	0
reactor	3	3
caper	15	17
chaos	27	47
menu	12	10
best	1927	3814
score	430	664
scorn	4	3
prashant_raj	7	0
adapted	45	82
the_opponent	2	5
irresponsible	18	11
life	2732	4762
café	1	7
lift	51	51
w/	4	5
feuding	2	5
voiceover	4	2
siskel	2	3
the_trunk	8	1
macdonald	18	18
massively	3	5
people	4674	4345
the_films'	2	4
hoover	4	8
betrayal	27	51
the_slowest	5	1
shifting	8	9
their_spouse	5	4
panorama	4	8
bo_derek	24	2
fascination	40	32
silliness	37	27
type	646	659
torturing	22	10
exist	179	113
sookie	15	0
madhur_bhandarkar	1	5
peter_boyle	4	2
erotic	90	93
current	90	119
amalgam	2	3
studied	14	25
wherever	16	21
respite	1	5
is_supposed	5	2
afford	53	42
apparent	165	119
believer	29	12
interracial	4	7
believed	101	94
katsu	0	5
winter	14	71
elephant	27	65
unacceptable	8	7
arriving	17	30
matched	29	56
the_matriarch	2	3
canvas	6	25
workaholic	2	9
bordering	8	6
and_tired	2	5
brian's	4	5
and_squeeze	4	1
prospect	8	16
lurking	23	15
no_offense	3	3
sanctimonious	6	5
cliché	244	66
madison	5	4
surplus	3	3
hooper	19	1
ann_margret	2	3
surgery	40	10
diver	6	6
kick_butt	2	7
supermarket	15	18
loudly	19	6
janine_turner	5	5
twit	12	3
twin	81	55
sentinel	3	9
twig	3	3
benoit	2	16
bathtub	6	5
earring	6	0
ambient	6	7
peter_finch	1	6
shuts	5	3
cheers	9	10
cheery	6	8
costs	10	1
catwoman	4	5
lennon's	0	8
half_naked	4	1
pov	15	9
joyful	4	5
outset	7	6
apple	18	20
unsuccessfully	10	4
sprung	4	3
interruption	2	6
the_brutality	2	3
at_tiffany's	3	3
maradona	0	13
torso	7	9
gone	330	333
ad	62	40
ag	0	5
ah	56	33
am	1428	1203
al	42	62
an	8609	9585
as	1524	1657
at	11610	10538
aw	4	4
creasy	2	29
bizarrely	15	6
vocabulary	4	7
slant	5	11
the_cheyenne	9	1
fairness	5	3
irrelevant	51	22
role_reversal	2	4
for_god's	7	0
marvellous	2	14
of_vienna	0	6
poisonous	11	5
samantha_morton	4	5
backlash	2	4
almost	1451	1404
turkish	14	20
unpredictable	23	59
coupled	30	33
evolves	4	17
evolved	11	22
pervades	3	3
firm	20	40
cling	2	4
imagery	71	105
go_awry	9	5
olivia	10	5
the_outset	11	15
new_jersey	4	11
imagine	388	305
roy's	3	5
slipped	9	16
thereafter	14	15
slipper	1	13
interlude	11	23
cartoon	338	314
carrie_fisher	4	7
relationship	418	862
focusing	49	56
ben_hur	3	4
rock_n'	4	5
to_north_america	5	0
keaton's	27	18
stocking	3	3
non_sequiturs	4	2
risking	4	4
ozu	4	1
set	1512	1693
overwhelm	6	13
sex	1024	636
see	5592	6344
sea	92	71
drunk	160	109
community	120	156
hollow	51	14
worthless	94	20
fifteen	73	40
fund	28	11
ross	6	4
decor	5	13
walmart	12	2
exterminators	4	2
makes	17	11
snappy	13	16
location	270	307
lampooning	2	4
lunacy	5	15
sight	166	188
sanity	4	4
of_robber	3	3
santa	85	21
wildlife	10	14
of_urgency	5	6
rhetorical	3	2
redeemed	19	5
supervisor	4	1
slaughterhouse	8	2
preventing	15	8
points	5	0
actors	30	17
essay	16	12
garden	32	21
pabst's	1	4
web	41	66
nationalism	4	3
cheered	9	12
judged	22	23
depiction	79	138
the_bleep	6	0
efficiently	3	5
the_middle_ages	3	2
recreating	2	8
shudder	19	10
robert_altman	6	10
installment	60	63
the_pinnacle	11	13
double_entendres	3	2
frequency	8	6
the_bulk	2	4
hope_davis	5	12
paintball	3	2
jesus	122	47
straining	8	0
zoned	5	1
spaceship	31	12
steep	4	4
steer	38	14
blockbuster	103	90
mechanism	7	9
sophomoric	19	5
you'll	631	644
planted	13	11
the_kennel_murder_case	0	8
intellectually	20	13
catastrophic	9	6
faceless	6	2
nancy_allen	3	19
drum	24	33
unflinching	2	13
drug	375	331
malcolm	12	1
trajectory	2	7
dazzling	13	40
atlanta	1	4
maligned	5	5
in_st_louis	3	2
robotic	23	13
kristy_swanson	3	2
the_wrath	4	4
boyle's	5	2
charles_bronson	13	6
glue	12	6
generous	90	28
taunt	4	8
bigotry	8	9
foreseeable	7	1
footage	372	262
henchman	36	25
forgives	3	6
seedy	18	27
alliance	8	18
function	60	52
peter_o'toole	9	11
delivery	88	84
delivers	115	231
the_creepiness	4	2
bearing	18	22
variety	64	118
oppression	4	8
baffling	16	10
austin_powers	8	6
everlasting	2	5
vincenzo	0	12
established	60	89
establishes	12	9
pursuit	29	51
smoky	2	5
smoke	45	48
secure	17	12
sam_peckinpah	11	3
lorre	4	7
indians	37	40
the_cupboard	2	4
frank_sinatra	6	46
the_british_army	1	5
shame	393	265
dirty_harry	6	53
elegantly	2	5
emma_thompson's	2	3
unsatisfying	37	18
the_classroom	4	9
tricked	19	11
mayor	14	19
denver	1	6
fragment	9	13
anastasia	8	4
hostel	35	5
forty	52	45
droned	5	1
ludicrously	20	3
spirited_away	2	9
nelson's	3	2
roseanne	5	4
few_exception	3	3
mitch	6	29
gentleman	20	42
unprofessional	11	2
looney_tunes	5	7
in_october	1	4
charisma	72	66
the_incredible_melting_man	6	2
abrupt	29	33
opt	5	2
confirmed	15	17
jeffs	0	8
norwegian	16	8
depict	16	31
blamed	21	23
bryan_adams	4	5
rod_serling	2	8
adding	76	82
transformer	4	1
så	0	5
transformed	26	41
plasma	6	4
arab	9	1
tarzan	76	139
portuguese	9	25
comments	8	3
diner	27	19
anime	60	168
commenters	1	4
swept_away	6	1
the_competition	7	4
hotter	10	6
mole	13	15
jong	0	12
unwilling	5	10
kureishi	0	5
cheated	42	17
reception	17	16
lineup	5	9
global	21	25
of_retirement	5	3
fragile	12	38
one_iota	4	1
supporting	281	571
explosion	97	96
appears	442	377
change	569	739
care_bears	1	5
lending	3	3
italians	9	14
marginally	24	3
the_essence	6	18
petrifying	2	4
dedicated	37	46
supremacy	3	12
purity	2	9
the_equation	5	8
staircase	11	14
the_child	10	1
molasses	5	0
birds	3	2
window	133	108
abby	1	9
bilko	11	0
