1	['it', 'is', 'worth', 'noting', 'that', 'in', 'the', "1970's", 'midnight', 'cowboy', 'wa', 'downgraded', 'to', 'an', 'rating', 'and', 'even', 'though', 'it', 'is', 'still', 'rated', 'some', 'of', 'the', 'scene', 'could', 'almost', 'be', 'rated', 'pg', 'by', "today's", 'standard', 'want', 'to', 'briefly', 'give', 'synopsis', 'of', 'the', 'plot', 'although', 'it', 'is', 'probably', 'known', 'to', 'almost', 'anyone', 'who', 'ha', 'heard', 'of', 'the', 'movie']
1	['it', 'is', 'worth', 'noting', 'that', 'in', 'the', "1970's", 'midnight', 'cowboy', 'wa', 'downgraded', 'to', 'an', 'rating', 'and', 'even', 'though', 'it', 'is', 'still', 'rated', 'some', 'of', 'the', 'scene', 'could', 'almost', 'be', 'rated', 'pg', 'by', "today's", 'standard', 'want', 'to', 'briefly', 'give', 'synopsis', 'of', 'the', 'plot', 'although', 'it', 'is', 'probably', 'known', 'to', 'almost', 'anyone', 'who', 'ha', 'heard', 'of', 'the', 'movie']
0	['generally', 'over', 'rated', 'movie', 'which', 'boast', 'strong', 'cast', 'and', 'some', 'clever', 'dialog', 'and', 'of', 'course', 'dean_martin', 'song']
0	['for', 'those', 'who', 'hate', 'seeing', 'movie', 'cave', 'in', 'to', 'political', 'correctness', 'the', 'pc', 'add', 'in', 'are', 'just', 'annoying', 'digression', 'this', 'ha', 'to', 'be', 'the', 'mildest', 'rated', 'movie', "i've", 'ever', 'seen']
0	['the', 'film', 'itself', "doesn't", 'make', 'the', 'situation', 'serious', 'enough', 'whilst', 'the', 'acting', 'is', 'quite', 'second', 'rate']
1	['in', 'other', 'word', 'it', 'felt', 'real', 'and', 'wa', 'able', 'to', 'subscribe', 'to', 'the', 'premise', 'of', 'the', 'story', 'all', 'in', 'all', "it's", 'worth', 'watch', 'though', "it's", 'definitely', 'not', 'friday/saturday', 'night', 'fare', 'it', 'rate', '7/10', 'from', 'the', 'fiend']
1	['ingenious', 'would', 'have', 'to', 'rate', 'this', 'film', 'up', 'with', "singin'", 'since', 'it', 'is', 'very', 'similar', 'in', 'story', 'and', 'song']
0	['the', 'rated', 'movie', 'about', 'sex', 'change', 'operation', 'and', 'hollywood', 'wa', 'an', 'absolute', 'catastrophe', 'at', 'the', 'box', 'office', 'and', 'wa', 'literally', 'booed', 'off', 'the', 'screen', 'by', 'both', 'critic', 'and', 'audience', 'at', 'the', 'time', 'of', "it's", 'release']
0	['it', 'wa', 'so', 'pathetically', 'bad', 'all', 'over', 'that', 'had', 'to', 'figure', 'it', 'wa', 'fourth', 'rate', 'spoof', 'of', 'springtime', 'for', 'hitler_the', 'girl', 'who', 'played', 'janis_joplin', 'wa', 'the', 'only', 'faint', 'spark', 'of', 'interest', 'and', 'that', 'wa', 'only', 'because', 'she', 'could', 'sing', 'better', 'than', 'the', 'original', 'if', 'you', 'want', 'to', 'watch', 'something', 'similar', 'but', 'thousand', 'time', 'better', 'then', 'watch', 'beyond_the_valley', 'of', 'the_dolls']
0	['at', 'point', 'it', 'is', 'stated', 'rather', 'celebrated', 'by', 'dancing', 'on', 'table', 'that', 'mentally', 'handicapped', 'people', 'are', 'not', 'capable', 'of', 'having', 'emotion', 'or', 'expressing', 'them', 'through', 'painting', 'their', 'work', 'by', 'definition', 'being', 'worthless', "'bullshit'", 'quote', 'do', 'not', 'understand', 'how', 'the', 'movie', 'could', 'get', 'such', 'high', 'rating', 'then', 'again', 'so', 'far', 'not', 'many', 'people', 'rated', 'it', 'and', 'they', 'chose', 'for', 'only', 'very', 'high', 'or', 'very', 'low', 'grade']
1	['the', 'only', 'reason', 'only', 'gave', 'it', 'is', 'because', 'you', 'cannot', 'rate', 'movie', 'zero', 'do', 'not', 'feel', 'you', 'should', 'rate', 'one', '10']
1	['the', 'only', 'reason', 'only', 'gave', 'it', 'is', 'because', 'you', 'cannot', 'rate', 'movie', 'zero', 'do', 'not', 'feel', 'you', 'should', 'rate', 'one', '10']
0	['however', "i'll", 'rate', 'what', 'saw', 'and', 'hope', 'that', 'will', 'steer', 'people', 'away', 'from', 'that', 'version']
0	['rated', 'it']
1	['for', 'that', 'reason', 'rated', 'it', 'seven', 'out', 'of', 'ten']
1	['would', 'rate', 'the', "'making", "of'", 'documentary', 'a', 'one', 'of', 'the', 'more', 'interesting', "i've", 'seen']
1	['the', 'film', 'show', 'that', 'no', 'provision', 'wa', 'made', 'for', 'the', 'islander', 'at', 'the', 'point', 'of', 'their', 'ejection', 'and', 'that', 'from', 'the', 'dockside', 'in', 'mauritius', 'where', 'they', 'were', 'left', 'the', 'displaced', 'chagossian', 'community', 'fell', 'into', 'three', 'decade', 'of', 'privation', 'and', 'in', 'these', 'new', 'circumstance', 'beset', 'by', 'homesickness', 'they', 'suffered', 'substantially', 'accelerated', 'rate', 'of', 'death', 'following', 'the', 'passage', 'of', 'more', 'than', 'three', 'decade', 'however', 'in', 'recent', 'month', 'and', 'year', 'following', 'the', 'release', 'of', 'many', 'utterly', 'damning', 'paper', 'from', "britain's", 'public_record_office', 'one', 'rather', 'suspect', 'that', 'there', 'wa', 'some', 'mistake', 'and', 'these', 'paper', 'were', 'not', 'supposed', 'to', 'have', 'ever', 'been', 'made', 'public', 'resultant', 'legal', 'appeal', 'by', 'the', 'chagossian', 'community', 'in', 'exile', 'have', 'seen', 'british', 'court', 'consistently', 'find', 'in', 'favour', 'of', 'the', 'islander', 'and', 'against', 'the', 'british_state']
0	["i'm", 'not', 'sure', 'can', 'myself', 'but', 'perhaps', 'it', 'come', 'to', 'this', 'or', 'something', 'like', 'it', 'things', 'come', 'thing', 'go', 'such', 'is', 'life', 'but', 'we', 'carry', 'on', 'or', 'at', 'any', 'rate', 'some', 'of', 'u', 'people', 'like', 'morvern', 'do']
0	['now', 'it', 'had', 'some', 'great', 'potential', 'on', 'bigger', 'budget', 'but', 'poor', 'scripting', 'poor', 'dialogue', 'awful', 'acting', 'what', 'seemed', 'like', 'camcorder', 'video', 'shot', 'and', 'just', 'plain', 'unbelievable', 'gore', 'made', 'this', 'movie', 'truly', 'awful', 'there', 'are', 'movie', 'worth', 'taking', 'chance', 'against', 'some', 'review', 'even', 'rate', 'movie', 'deserve', 'some', 'opportunity', 'blood', 'trail', 'for', 'example', 'wa', 'the', 'most', 'recent', 'saw', 'against', 'review', 'that', 'wa', 'worth', 'it', 'but', 'this', 'wa', 'simply', 'awful']
1	["carol's", 'journey', 'is', 'above', 'average', 'on', 'all', 'count', 'excepting', 'dialogue', 'which', 'is', 'rated', 'a', 'average']
1	['what', 'can', 'say', 'about', 'the', 'first', 'film', 'ever', 'you', "can't", 'rate', 'this', 'because', "it's", 'not', 'supposed', 'to', 'be', 'entertaining']
1	['but', 'if', 'you', 'have', 'to', 'rate', 'it', 'you', 'should', 'give', 'it', '10']
1	['believe', 'lot', 'of', 'people', 'down', 'rated', 'the', 'movie', 'not', 'because', 'of', 'the', 'lack', 'of', 'quality']
0	['rated', 'phoenix', 'because', 'the', 'scale', "doesn't", 'go', 'any', 'lower']
0	['canadians', 'are', 'too', 'polite', 'to', 'boo', 'but', 'the', 'audience', 'at', 'the', 'toronto_film_festival', 'left', 'the', 'theater', 'muttering', 'that', 'they', 'would', 'rate', 'this', 'film', 'or', 'on', 'their', 'voting', 'sheet']
1	['some', 'of', 'the', 'review', 'here', 'go', 'into', 'extraordinary', 'detail', 'and', 'length', 'about', 'the', 'film', 'and', 'it', 'symbolism', 'and', 'rate', 'it', 'very', 'highly']
0	['there', 'is', 'no', 'plot', 'just', 'bunch', 'of', 'silly', 'costumed', 'kid', 'using', 'martial', 'art', 'while', 'dressed', 'up', 'in', 'second', 'class', 'spandex', 'outfit', 'the', 'special', 'effect', 'look', 'like', 'they', 'are', 'from', 'the', "'70's", 'the', 'costume', 'look', 'like', 'something', 'out', 'of', 'bad', 'comedy', 'and', 'the', 'show', 'is', 'just', 'plain', 'awful', 'the', 'only', 'thing', 'worse', 'than', 'the', 'television', 'show', 'are', 'the', 'toy', 'just', 'second', 'rate', 'plastic', 'garbage', 'fed', 'to', 'our', 'kid', 'there', 'are', 'far', 'better', 'show', 'for', 'your', 'kid', 'to', 'watch', 'try', 'giving', 'your', 'kid', 'something', 'like', 'nickelodean', 'those', 'show', 'actually', 'have', 'some', 'intelligence', 'behind', 'them', 'unlike', 'power', 'ranger']
1	['the_english_voice', 'cast', 'with', 'forrest_whitaker', 'a', 'lian_chu', 'one', 'of', 'the', 'best', 'vocal', 'performance', "i've", 'ever', 'heard', 'and', 'rob_paulson', 'a', 'gwizdo', 'think', 'steve_bucsemi', 'is', 'first', 'rate']
0	['oscar', "wilde's", 'comedy', 'of', 'manner', 'perhaps', 'the', 'wittiest', 'play', 'ever', 'written', 'is', 'all', 'but', 'wrecked', 'at', 'the', 'hand', 'of', 'second', 'rate', 'cast']
1	['personally', "i'm", 'starting', 'to', 'rate', 'it', 'more', 'highly', 'and', 'suspect', 'it', 'will', 'stand', 'up', 'better', 'over', 'the', 'year']
1	['rated', "'r'by", 'the', 'mpaa', 'for', 'strong', 'language', 'sexual', 'content']
1	['this', 'version', 'rate', '8/10', 'on', 'the', 'tv', 'scale', 'from', 'the', 'fiend']
0	['flight', 'of', 'fury', 'take', 'the', 'mantle', 'of', 'being', 'the', 'very', 'worst', 'steven_seagal', 'flick', "i've", 'ever', 'seen', 'up', 'to', 'now', "it's", 'dreadful', 'bore', 'with', 'no', 'action', 'scene', 'of', 'any', 'interest', 'seagal', "isn't", 'really', 'trying', 'in', 'this', "he's", 'fat', 'and', 'his', 'voice', 'is', 'dubbed', 'once', 'more', 'the_co', 'star', 'fare', 'no', 'better', 'being', 'rather', 'sorry', 'load', 'of', '3rd', 'raters', 'the_direction', 'by', 'keusch', 'is', 'very', 'poor', 'and', 'it', 'come', 'a', 'no', 'surprise', 'that', "he's", 'also', 'responsible', 'for', 'another', 'couple', 'of', 'seagal', 'stinker', 'shadow', 'man', 'attack', 'force', 'the', 'screenplay', 'co', 'written', 'by', 'seagal', 'himself', 'is', 'laughably', 'inept', 'according', 'to', 'imdb', '$12m', 'wa', 'spent', 'on', 'this', 'boring', 'load', 'of', 'old', 'tosh', 'if', 'these', 'figure', 'are', 'correct', 'sense', 'big', 'tax', 'fiddle', 'a', 'nowhere', 'near', 'that', 'amount', 'wa', 'spent', 'flight', 'of', 'fury', 'is', 'actually', 'shot', 'for', 'shot', 'remake', 'of', 'the', 'michael_dudikoff', 'flick', 'black', 'thunder', 'which', 'ha', 'to', 'be', 'better', 'than', 'this', 'tripe', 'this', 'ha', 'no', 'redeeming', 'quality', 'whatsoever', 'give', 'it', 'miss']
0	['this', 'is', 'the', 'only', 'movie', 'to', 'rate', 'lower', 'in', 'my', 'opinion', 'than', 'manos_red_zone_cuba_benji', 'and', 'godzilla', 'v', 'megalon', 'despite', 'their', 'higher', 'budget']
0	['its', 'just', 'too', 'bad', 'that', 'so', 'much', 'money', 'went', 'into', 'this', 'boiler', 'when', 'with', 'little', 'change', 'here', 'and', 'there', 'would', 'in', 'my', 'opinion', 'fixed', 'it', 'they', 'must', 'have', 'paid', 'the', 'writer', 'standard', 'rate']
1	['after_zentropa', 'von', 'trier', 'moved', 'away', 'from', 'this', 'type', 'of', 'audacious', 'technical', 'experiment', 'towards', 'dreary', 'over', 'rated', 'un', 'nuanced', 'sap', 'like', 'breaking', 'the', 'waves', 'and', 'dancer', 'in', 'the', 'dark']
0	['rated', 'pg', 'for', 'violence', 'language', 'thematic', 'element', 'and', 'some', 'scary', 'scene']
1	['rated', 'pg', 'for', 'violence', 'brief', 'sexual', 'humor', 'and', 'drug', 'content']
1	['dramatic', 'study', 'of', 'female', 'character', 'unafraid', 'to', 'be', 'unseemly', 'ha', 'lost', 'none', 'of', 'it', 'power', 'over', 'the', 'year', 'with', 'barbara', 'acting', 'up', 'storm', 'portraying', 'woman', 'who', 'learns', 'to', 'be', 'first', 'rate', 'actress', 'herself']
1	['the', 'background', 'are', 'wonderful', 'the', 'voice', 'acting', 'in', 'the', 'dubbed', 'english', 'version', 'is', 'first', 'rate', 'particularly', 'the', 'two', 'lead', 'pazo_james_van', 'der', 'beek', 'and', 'sheeta_anna_paquin']
0	['hey', 'lot', 'of', 'people', 'use', 'penn', 'a', 'political', 'whipping', 'boy', 'but', "don't", 'rate', 'movie', 'or', 'actor/directors', 'based', 'on', 'politics', 'or', 'personality']
0	['1/10', 'rated', 'it', 'so', 'high', 'b/c', 'there', "aren't", 'any', 'negative', 'score', 'in', 'the', 'imdb', 'com', 'rating', 'system']
1	['rate', 'the', 'actress', 'playing', 'the', 'role', 'of', 'bhabhi', 'in', 'the', 'front', 'league']
1	['could', 'be', 'wrong', 'but', 'believe', 'that', "wasn't", 'on', 'the', 'tape', 'at', 'any', 'rate', "there's", 'somewhat', 'of', 'twist', 'ending', 'and', 'that', 'also', 'contains', 'footage', 'not', 'on', 'the', 'tape', 'believe']
1	["there's", 'also', 'bit', 'of', 'frontal', 'nudity', 'early', 'on', 'that', 'wa', 'also', 'excised', 'but', 'apart', 'from', 'that', "didn't", 'really', 'notice', 'if', 'there', 'were', 'other', 'bit', 'on', 'this', 'uncut', 'version', 'probably', 'so', 'but', "it's", 'been', 'while', 'since', "i've", 'last', 'seen', 'it', 'at', 'any', 'rate', 'if', "you're", 'fan', 'of', "80's", 'slasher', 'flick', 'then', 'snap', 'up', 'the', 'new', 'release', 'dvd', 'because', "it's", 'fun', 'little', 'slasher', 'with', 'good', 'atmosphere', 'feel', 'to', 'it']
1	['even', 'enjoyed', 'this', 'more', 'than', 'the', 'stephen_chow', 'flick', 'which', 'find', 'kung_fu_hustle', 'to', 'be', 'his', 'best', 'effort', 'and', "would've", 'rated', 'it', 'a', 'well']
0	['now', "i'm", 'confident', 'that', 'len_wiseman', 'ha', 'nothing', 'and', 'mean', 'nothing', 'to', 'worry', 'about', 'this', 'rate', '0/10', 'rating', 'for', 'this', 'messy', 'convoluted', 'crap', 'fest', 'from', 'the', 'fiend']
1	['string', 'of', 'disappointing', 'effort', 'culminating', 'in', 'the', 'dreary', 'melinda', 'and', 'melinda', 'and', 'the', 'embarrassing', 'anything_else', 'raised', 'serious', 'doubt', 'that', 'another', 'first', 'rate', 'woody', 'comedy', 'with', 'or', 'without', 'his', 'own', 'participation', 'a', 'an', 'actor', 'wa', 'in', 'the', 'card']
1	['would', 'say', 'it', 'rate', 'at', 'least', 'an', 'perhaps', 'higher']
1	['the', 'rated', 'version', 'omits', 'it', 'and', 'several', 'other', 'scene', 'that', 'would', 'make', 'the', 'plot', 'more', 'lucid']
0	['1/10', 'rated', 'it', 'so', 'high', 'b/c', 'there', "aren't", 'any', 'negative', 'score', 'in', 'the', 'imdb', 'com', 'rating', 'system']
1	['sure', "they're", 'second', 'rate', 'but', "they're", 'not', 'merely', 'second', 'rate']
1	['sure', "they're", 'second', 'rate', 'but', "they're", 'not', 'merely', 'second', 'rate']
0	['think_gremlins', 'rated', 'well', 'anyway', 'met', 'rick_sloane', 'at', 'some', 'sci', 'fi', 'convention', 'that', 'amazingly', 'he', 'wa', 'lecturing', 'at']
0	['there', 'is', 'no', 'female', 'presence', 'at', 'all', 'on', 'base', 'or', 'in', 'battle', 'although', 'female', 'casualty', 'rate', 'in', 'iraq', 'would', 'certainly', 'disprove', 'this', 'bigelow', 'go', 'through', 'all', 'the', 'motion', 'one', 'by', 'one']
0	['back', 'at', 'the', 'lab', 'the', 'cleaner', 'douglas_robert_broughton', 'ha', 'been', 'attacked', 'killed', 'by', 'the', 'now', 'homicidal', 'rat', 'in', 'the', 'basement', 'a', 'walter', 'injects', 'the', 'latest', 'batch', 'of', 'serum', 'in', 'lab', 'rat', 'which', 'break', 'out', 'of', "it's", 'cage', 'a', 'it', 'grows', 'at', 'an', 'amazing', 'rate']
1	['amazing', 'to', 'think', 'that', 'an', 'innocent', 'piece', 'like', "vonnegut's", 'sirens', 'of', 'titan', 'would', 'probably', 'have', 'been', 'the', 'equivalent', 'of', 'rated', 'if', 'filmed', 'when', 'it', 'wa', 'published', 'back', 'in', 'the', '50', 'for', 'it', 'violence', 'language', 'and', 'sexual', 'and', 'thematic', 'content', 'though', "it's", 'tragedy', 'that', "nobody's", 'come', 'up', 'yet', 'with', 'filmable', 'script', 'for', 'it']
0	['it', 'rate', '0/10', 'on', 'the', 'm4tv', 'scale_it', 'rate', '4/10', 'on', 'the', 'movie_scale', 'from', 'the', 'fiend']
0	['it', 'rate', '0/10', 'on', 'the', 'm4tv', 'scale_it', 'rate', '4/10', 'on', 'the', 'movie_scale', 'from', 'the', 'fiend']
1	['though', 'many', 'scene', 'seem', 'superfluous', 'rate', 'it', 'nine', 'out', 'of', 'ten']
1	['however', 'given', 'my', 'interest', 'in', 'horror', 'comedy', 'and', 'my', 'appreciation', 'for', 'seeing', 'the', 'neighborhood', 'on', 'screen', 'rate', 'fido', 'out', 'of', '10']
0	['it', 'is', 'not', 'even', 'good', 'enough', 'to', 'be', 'called', 'rated', 'movie']
0	['emir_kusturica', 'is', 'still', 'young', 'and', 'should', 'be', 'making', 'top', 'rated', 'movie']
0	['rated', 'for', 'graphic', 'violence', 'and', 'gore', 'grisly', 'image', 'and', 'profanity']
1	['rated', 'it', 'ten', 'but', 'think', 'it', 'deserves', 'loll', 'my', 'compliment', 'to', 'the', 'staff', 'of', 'the', 'star_trek_hidden_frontiers', 'on', 'an', 'excellent', 'job']
0	['if', 'they', 'fed', 'their', 'victim', 'they', 'could', 'run', 'their', 'own', 'little', 'blood', 'farm', 'and', 'it', 'would', 'cut', 'down', 'on', 'the', 'mortality', 'rate', 'thereby', 'allowing', 'them', 'to', 'settle', 'down', 'and', 'get', 'chintzy', 'why', 'the', 'producer', 'felt', 'it', 'necessary', 'to', 'introduce', 'the', 'incestuous', 'twin', 'and', 'the', 'homicidally', 'gay', 'older', 'brother', 'am', 'not', 'sure']
0	['if', 'could', 'have', 'rated', 'this', 'movie', 'by', 'would', 'have']
1	['director/co', 'writer', 'pedro_galindo', 'iii', 'relates', 'the', 'gripping', 'story', 'at', 'steady', 'pace', 'creates', 'good', 'deal', 'of', 'nerve', 'rattling', 'tension', 'and', 'delivers', 'fair', 'amount', 'of', 'graphic', 'gore', 'with', 'the', 'brutal', 'murder', 'set', 'piece', 'nasty', 'throat', 'slicing', 'and', 'hand', 'being', 'blown', 'off', 'with', 'shotgun', 'rate', 'a', 'the', 'definite', 'gruesome', 'splatter', 'highlight']
0	['in', 'the', '1940s', 'bela_lugosi', 'made', 'long', 'string', 'of', '3rd', 'rate', 'movie', 'for', 'small', 'studio', 'in', 'this', 'case', 'monogram', 'the', 'one', 'who', 'made', 'most', 'of', 'the', 'bowry_boys', 'film']
0	['and', 'the', 'oscar', 'for', 'the', 'most', 'under', 'rated', 'classic', 'horror', 'actor', 'go', 'to', 'dwight_frye']
1	['the', 'first', 'rate', 'cast', 'of', 'familiar', 'feature', 'face', 'constitutes', 'a', 'major', 'asset', 'victoria_principal', 'a', "ben's", 'sweet', 'hottie', 'girlfriend', 'linda', 'the', 'fabulous', 'bernadette_peters', 'a', 'flaky', 'saloon', 'singer', 'little_dee_brad_dexter', 'a', 'the', 'feckless', 'mayor', 'david_doyle', 'a', 'slimy', 'bank', 'president', 'andrew_stevens', 'a', 'an', 'affable', 'gas', 'station', 'attendant', 'john_carpenter', 'movie', 'regular', 'charles_cyphers', 'a', 'one', 'of', 'the', "'nam", 'vet', 'anthony_carbone', 'a', 'smarmy', 'casino', 'manager', 'john_steadman', 'a', 'folksy', 'old', 'diner', 'owner', 'paul_gleason', 'a', 'mean', 'strong', 'arm', 'shakedown', 'bully', 'and', 'dick_miller', 'a', 'talentless', 'piano', 'player']
1	['the', 'cast', 'of', 'double', 'life', 'wa', 'first', 'rate', 'and', "cukor's", 'direction', 'wa', 'a', 'sure', 'a', 'ever']
0	['the', 'nudity', 'amount', 'is', 'very', 'slightly', 'increased', 'a', 'is', 'the', 'grossness', 'of', 'the', 'joke', 'and', 'could', 'guess', 'it', 'being', 'rated', 'one', 'star', 'out', 'of', 'five', 'but', 'like', 'it']
1	['edison_chen', 'doe', 'superb', 'job', 'playing', 'the', 'part', 'of', 'the', 'murderous', 'pang', 'rate', 'this', 'film', '10/10']
1	['this', 'is', 'not', 'the', 'greatest', 'flick', 'in', 'the', 'world', 'but', "it's", 'not', 'bad', 'watched', 'what', 'wa', 'supposed', 'to', 'be', 'the', "'unrated'", 'version', 'but', 'wonder', 'how', 'much', 'wa', 'cut', 'out', 'of', 'the', 'rated', 'version', 'because', 'this', 'seemed', 'fairly', 'tame', 'to', 'me', 'really', 'not', 'that', 'this', 'make', 'it', 'family', 'fare', 'or', 'anything', 'unless', "it's", 'maybe', 'the', 'manson_family']
0	['wa', 'not', 'at', 'all', 'enthusiastic', 'about', 'this', 'film', 'and', 'am', 'not', 'at', 'all', 'surprised', 'that', 'it', 'is', 'rated', 'here', 'a', 'one', 'of', 'the', 'worst', 'film']
0	["i'm", 'afraid', 'that', "you'll", 'find', 'that', 'the', 'huge', 'majority', 'of', 'people', 'who', 'rate', 'this', 'movie', 'a', '10', 'are', 'highly', 'christian']
1	['as', 'film', 'would', 'rate', 'this', 'at', 'even', 'comparing', 'it', 'with', 'contemporary', 'work', 'would', 'not', 'reduce', 'this', 'below']
1	['as', 'per', 'usual', 'phil_daniels', 'is', 'excellent', 'along', 'with', 'that', 'most', 'under', 'rated', 'of', 'british', 'actor', 'geoff_bell']
1	['the', 'jist', 'see', 'something', 'else', 'this', 'film', 'wa', 'highly', 'rated', 'by', 'gene_siskel', 'but', 'after', 'watching', 'it', "can't", 'figure', 'out', 'why']
1	['the', 'writing', 'and', 'performance', 'were', 'both', 'first', 'rate', 'sadly_john_ritter', 'died', 'during', 'the', 'series', 'and', 'it', 'put', 'damper', 'on', 'thing']
0	['and', 'to', 'have', 'to', 'listen', 'to', 'the', 'unfunny', 'will_ferrell', 'do', 'his', 'woody_allen', 'imitation', 'make', 'me', 'loathe', 'the', 'second', 'rate', 'though', 'mysteriously', 'popular', 'ferrell', 'even', 'more']
0	["that's", 'why', 'rated', 'it', 'instead', 'of', 'but', "it's", 'definitely', 'one', 'of', 'the', 'worst', 'film', "i've", 'ever', 'seen']
1	['originally', 'rated', 'in', 'and', 'the', 'winner', 'of', 'the', 'best_picture_oscar', 'screenwriter', 'waldo_salt', 'who', 'adapted', 'james_leo', "herilhy's", 'book', 'and', 'schlesinger', 'also', 'won', 'statue']
1	['this', 'first', 'rate', 'western', 'tale', 'of', 'the', 'gold', 'rush', 'brings', 'great', 'excitement', 'romance', 'and', 'james_stewart', 'to', 'the', 'screen']
1	['she', 'is', 'screwing', 'your', 'brain', 'a', 'catherine', 'with', 'such', 'skill', 'that', 'in', 'the', 'end', 'you', "don't", 'be', 'quite', 'sure', 'who', 'is', 'the', 'real', 'villain', 'as', 'for', 'the', 'technical', 'part', 'of', 'the', 'film', 'only', 'real', 'setback', 'is', 'the', 'rate', 'crew', 'of', 'actor']
1	['her', 'rate', 'assistant', 'are', 'not', 'so', 'bad', 'either', 'although', 'would', 'have', 'wanted', 'some', 'bigger', 'name', 'to', 'the', 'cast', 'think', 'there', 'are', 'quite', 'good', 'improvement', 'in', 'the', 'basic', 'plot']
1	['now', 'considering', 'the', 'agent', 'is', 'played', 'by', 'jimmy_stewart', 'then', "it's", 'pretty', 'certain', 'the', 'acting', 'and', 'writing', 'were', 'good', 'a', 'this', 'wa', 'movie', 'with', 'real', 'budget', 'and', 'studio', 'who', "wasn't", 'about', 'to', 'waste', 'the', 'star', 'in', 'third', 'rate', 'flick']
0	['almost', 'movie', 'with', 'second', 'rate', 'acting', 'and', 'directing']
1	['rate', 'this', '10', 'out', 'of', '10']
1	['the', 'interview', 'were', 'outstanding', "it's", 'interesting', 'from', 'start', 'to', 'finishin', 'summary', "it's", 'about', 'a', 'good', 'a', 'documentary', 'a', 'have', 'seen', 'so', 'have', 'to', 'rate', 'in', 'term', 'of', 'that']
0	['however', 'it', 'is', 'unfortunate', 'that', 'they', 'will', 'be', 'forced', 'to', 'accept', '3rd', 'rate', 'amatuer', 'filmmaking']
